gender,name,text,time,attitudes,comments,reposts
f,花茶茶y,所以4的时候，你会回来吗？//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,34分钟前,0,0,0
f,GenieS987,Hhhhhhhhh,34分钟前,0,0,0
f,哈喽韩有趣,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,34分钟前,0,0,0
f,BulletBulletBullet,我哭了 你呢//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,34分钟前,0,0,0
m,七小橘柒,这个情景喜剧先安排十季每季二十集每集四十分钟好吗谢谢！,35分钟前,0,0,0
f,少年你心如不暖的春天88,北美正式预告重磅来袭 想去电影院看复仇者联盟4了。 网页链接,35分钟前,0,0,0
m,Ares-su,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,36分钟前,0,0,0
f,嗔极Aloha_xh,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,36分钟前,1,0,0
f,芳小鼠嘛,#复仇者联盟4:终局之战# 终于要上线了，好开心呀！每日的时光，就是这样慢慢过了。@电影派Mr,36分钟前,0,0,0
f,一只__小鲸鱼,"""一路走来，你以凡人之躯，比肩神明""@RobertDowneyJr
期待唐尼的每一天#复仇者联盟4:终局之战# 还有两天就能去看首映啦，美滋滋",36分钟前,1,0,0
f,嗔极Aloha_xh,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,36分钟前,1,0,0
f,芳小鼠嘛,#复仇者联盟4:终局之战# 终于要上线了，好开心呀！每日的时光，就是这样慢慢过了。@电影派Mr,36分钟前,0,0,0
f,一只__小鲸鱼,"""一路走来，你以凡人之躯，比肩神明""@RobertDowneyJr
期待唐尼的每一天#复仇者联盟4:终局之战# 还有两天就能去看首映啦，美滋滋",36分钟前,1,0,0
f,如何学会和土拨鼠对线指南,在？一起看复联4吗//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,36分钟前,0,0,0
f,ddddorissrealthorki,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,37分钟前,0,0,0
m,1支勺子,大家好我是灭霸 还有四天我就要挂了 现在心里慌的一批#复仇者联盟4:终局之战#,37分钟前,0,0,0
f,Charonforlei,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,37分钟前,0,0,0
f,阿黑在这里呦呦呦,优衣库抢购一空，都穿战衣搞起来呦#复仇者联盟4：终局之战#,37分钟前,0,0,0
f,llllllittlecircle,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,37分钟前,0,0,0
m,南京虹悦城,复仇者联盟4 复仇者联盟喊你去拯救世界啦！📣快来虹悦城1F优衣库穿上UT加入超级英雄行列为正义而战，击败灭霸拯救漫威宇宙！,37分钟前,1,2,0
m,镜瞳,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,37分钟前,0,0,0
f,瘦了谁还不是小仙女,现在还有可能被《复仇者联盟4》电影票砸中哦！ 终于挑到满意的了！推荐给你～ 网页链接,38分钟前,0,0,0
m,Andy-868,复仇者联盟 终局之战 奥迪联合漫威系@奥迪强音计划 @奥迪 @奥迪中国 #电影# Andy-868的秒拍视频,38分钟前,1,0,0
f,tearing_elf,也是六人，合适,38分钟前,0,0,0
m,UncleWangkh,出一张妇联4五彩世界的首映 位置正中 哪个来收走[發]#复仇者联盟4:终局之战#扬州扬州新闻 扬州 · 望月路,39分钟前,0,0,0
f,二九想吃鸡蛋饼,#复仇者联盟4:终局之战# 其他人的手都是向下30度左右，火箭是左手向上举至少60度哈哈哈哈哈哈哈不行看到这幕的火箭还是想笑哈哈哈哈哈哈对不起哈哈哈哈哈哈哈,39分钟前,0,0,0
f,软糖啵蕾,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,39分钟前,0,0,0
m,墨侠问天,#漫威# 灭霸看到估计会气死！老子辛辛苦苦灭了一半人口，你这生一代人就又恢复了！#复仇者联盟4:终局之战# 查看图片,39分钟前,1,0,0
f,四季奶青加混珠三分甜,#复仇者联盟4：终局之战#鉴于本人的肾和膀胱都不太行 就不去电影院看了,39分钟前,0,0,0
m,问昕晖,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,39分钟前,0,0,0
m,岗文明树新风,带带大师兄2👴 宣布复仇者联盟正式成立,39分钟前,0,0,0
f,阿斯嘉德的彩虹桥维修工,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,39分钟前,0,0,0
f,_淘气小亲亲,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,39分钟前,1,0,0
f,殉道者Drunk,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,39分钟前,0,0,0
f,RisPan,我是要穿着“霸霸”去看#复仇者联盟4:终局之战# 的鸭,39分钟前,0,0,0
m,进阶的V先生,"复仇者联盟4：终局之战

首映日，Get Ready!",40分钟前,0,3,0
f,自爆自启,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,40分钟前,0,0,0
f,共田三水羊三水羊,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,40分钟前,0,0,0
f,Lorry小妞,#复仇者联盟4：终局之战##小妞儿带你品鉴美味佳肴##复联4定档# 倒计时，买好票,40分钟前,0,0,0
f,是小石榴吖,"今早出门前跟大师说
「五一休假一起回苏州就可以二刷妇联4啦」
大师特别认真地看着我
「24号快到了好紧张啊」

我内心OS
「不是看过豆瓣剧透嘛还给我装紧张哈哈哈」

旦素…
24号快到了 真的好鸡冻
顺便表白微博新出了好多妇联表情太喜欢啦
...全文",40分钟前,1,2,0
f,我爱大西瓜love,@Bulabuwaka,40分钟前,0,0,0
f,蜘蛛爱月光,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,40分钟前,0,0,0
f,__笙笙亦佳人,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,40分钟前,0,0,0
m,刘大白啊白,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,40分钟前,0,0,0
f,Chopper虹,看完电影就回来窝，是时候书写属于我们的英雄故事了//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,40分钟前,0,0,0
f,绝对不能让我被找到,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,41分钟前,0,0,0
m,一没差,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,41分钟前,0,0,0
m,1深蓝的微博,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,41分钟前,0,0,0
f,昀_麺,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,41分钟前,0,0,0
f,昀_麺,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,42分钟前,0,0,0
f,常信院大学生服务中心,#休闲一刻##复仇者联盟：终局之战#即将上线， 全套表情收藏起来吧！@花椒电影,42分钟前,1,0,0
f,小骡号滴滴打滴打,钢铁侠,42分钟前,0,0,0
f,__笙笙亦佳人,"#复仇者联盟4:终局之战#
我也想要小尾巴！！",42分钟前,0,0,0
f,蛀牙了吗,"下周要去看复联拉
优衣库的联名T真好看
#复仇者联盟4:终局之战#",42分钟前,0,0,0
m,喵星人嘻小金鱼,『你的性格最像电影《复仇者联盟3》里的谁？』网页链接,42分钟前,0,0,0
f,七个嘿,国奋,43分钟前,0,0,0
m,清风十月,这个妆化得忒恐怖了吧,43分钟前,0,0,0
m,信阳师范学院,"#官sir送福利#【小狮送复联4电影票啦！】“我们只有一个优势， 这就是我们的主场。”
师院属于他们的主场来啦！他们来到师院并留下了不一般的游客照！小狮这送你去见他们，抽10位幸运儿送#复仇者联盟4:终局之战# 电影票啦！ 要求:
1⃣ 关注微博@信阳师范学院
2⃣ 转发艾特三位好友",43分钟前,39,54,151
m,重吾桑,"漫威英雄年少时
#复仇者联盟# 野驴叔叔的秒拍视频 野驴叔叔的秒拍视频",43分钟前,4,0,0
m,信阳师范学院,"#官sir送福利#【小狮送复联4电影票啦！】“我们只有一个优势， 这就是我们的主场。”
师院属于他们的主场来啦！他们来到师院并留下了不一般的游客照！小狮这送你去见他们，抽10位幸运儿送#复仇者联盟4:终局之战# 电影票啦！ 要求:
1⃣ 关注微博@信阳师范学院
2⃣ 转发艾特三位好友",43分钟前,39,54,151
m,重吾桑,"漫威英雄年少时
#复仇者联盟# 野驴叔叔的秒拍视频 野驴叔叔的秒拍视频",43分钟前,4,0,0
f,谢小冉5,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为浩克注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了浩克英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,43分钟前,0,0,0
f,Meko_Hayashi,#复联4影迷盛典##复仇者联盟4：终局之战#难忘的一夜!!!thank U so much!!! 上海·上海东方体育中心 Meko_Hayashi的秒拍视频,43分钟前,1,0,0
m,小圆球的脑公,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,44分钟前,0,0,0
f,熊猫宝宝最爱吃竹子,钢铁侠的手办 啊啊啊啊啊啊啊啊啊@爱吃车厘子的咩 @纷纷凝 @晶嘤嘤莹莹,44分钟前,0,0,0
m,_summer_xia_,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,44分钟前,0,0,0
f,ChrisCris,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,44分钟前,0,0,0
f,竹夭酱OvO,4的时候我想在赛场上看到你//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,44分钟前,0,0,0
f,大侠爱吃方便面-,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,44分钟前,0,0,0
m,BuriedAlien,韩国复仇者联盟4 IMAX 昨天开卖，瞬间没了，下周也没了，干！对了，听我老板说 韩国龙山CGV 是全亚洲最大的IMAX，不知道是不是,45分钟前,20,18,2
f,-小羊仙倌-,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为蚁人注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了蚁人英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,45分钟前,1,0,0
f,NikolaNovac,一日加入复联 终生终于复联,45分钟前,0,0,0
f,WENXIN_WARMTH,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,45分钟前,0,0,0
f,4K本人,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为黑寡妇注入能量，助力她打败灭霸！瞧我的名字后面已经点亮了黑寡妇英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,45分钟前,0,0,0
f,Dear_Miss-Xu,哈哈哈哈哈哈哈哈,45分钟前,1,0,0
f,李想貓,馋嘴终于等到复联4当然要提前约票啦#复仇者联盟4:终局之战##复联4定档#,46分钟前,0,0,0
m,发奋的34号,@云的国度sky @吃蛋挞挞 @冯港gg @半斤仈两仈 复仇者联盟,46分钟前,0,0,0
f,-小可爱补眠中-,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,46分钟前,0,0,0
m,水手卡门,谢谢❤️ 等复仇者们打败灭霸 或许青春…也快要结束了 … 感恩十年,46分钟前,0,0,0
f,珮姵是佩喜草,"#复联4影迷盛典##复仇者联盟4:终局之战#
有没有哪位好心人可以告诉我 18号盛典红毯bgm都是些什么曲儿？！",46分钟前,0,0,0
f,o月半小企鹅o,复仇者联盟4根据100 soft头像画做了几个粘土头像，送给漫威迷男友再合适不过了。真的超级期待终局之战，等看完电影还要再做一部分头像。#复仇者联盟4:终局之战# 以下是第一批简略教程图超轻粘土教程 @粘土教程君 @粘土镇的故事 （还想看谁的头像记得留言～）,46分钟前,2,6,1
m,三川c,人才济济,46分钟前,0,0,0
m,梦恋啦啦啦啦,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为蚁人注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了蚁人英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,47分钟前,0,0,0
f,sameal-萌,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为雷神注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了雷神英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,47分钟前,0,0,0
m,看电影短片挑电影,《复仇者联盟系列之：猜猜这是几？》好看视频-分享美好，看见世界网页链接,47分钟前,0,0,0
f,盛皓少年,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为浩克注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了浩克英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,47分钟前,0,0,0
f,宇宙最可爱的钢铁侠的女人,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,47分钟前,0,0,0
m,MUFC_13,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,47分钟前,0,0,0
f,别烦卷卷i,"#复仇者联盟4:终局之战#
不配看首映的我 还是买件衣服穿穿吧
哈哈哈哈哈哈嗝",47分钟前,0,0,0
f,冯佳0210,好想去看复联4#复仇者联盟4:终局之战#,48分钟前,0,0,0
f,少爷家的猫啊,奥迪都是好车,48分钟前,0,0,0
f,DoubleSanQwQ,哭了//@每天都不想睡醒:“我失去了一些东西，或者说失去了大部分，也许可以说失去了全部”,49分钟前,0,0,1
m,-懒狗,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,49分钟前,0,0,0
f,tokilovepocky,超爱你们！！！//@Kydall:我想对你们说 此生无悔入漫威,49分钟前,0,0,0
m,程欢007,#IMAX3D复仇者联盟4：终局之战#我在上海，我最喜欢樱花手帕纸和钢铁侠的CP组合！,49分钟前,0,0,0
f,请叫我丶不先森,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,妄想马达,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,Haruyokoiii,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,Haruyokoiii,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,Mandy最爱MC_Someday,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为黑寡妇注入能量，助力她打败灭霸！瞧我的名字后面已经点亮了黑寡妇英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
m,一个小小的星球,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,韦伟纬玮,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为浩克注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了浩克英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,嗯原来是饭团吖,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,Evense1,❤❤❤❤❤,50分钟前,0,0,0
f,一条透明的咸鱼也有理想,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为黑寡妇注入能量，助力她打败灭霸！瞧我的名字后面已经点亮了黑寡妇英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,50分钟前,0,0,0
f,未辞初心,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,51分钟前,0,0,0
m,fanaticrush,奥迪广告哈哈哈哈哈哈哈哈哈//@鲲鹏万里-漫威兴趣部落:这段不会出现在正片，请放心食用,51分钟前,0,0,0
f,山田優奈-Yuuna_,土拔鼠出洞直播不老哥//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,52分钟前,0,0,0
f,蘭因蓄果,@幾秒迂闊 你下次做人头的时候能不能搞个这个呀？,52分钟前,1,1,0
m,我哈你哈卖批个终极皮皮虾,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为黑寡妇注入能量，助力她打败灭霸！瞧我的名字后面已经点亮了黑寡妇英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,52分钟前,0,0,0
f,MovieHorizon,【回味】《复仇者联盟3：无限战争》,52分钟前,17,3,17
f,嵬大钰钰钰,不得不说 看着复联四的剧照 热血沸腾啊啊啊啊#复仇者联盟4:终局之战# 北京 · 木樨地,53分钟前,0,0,0
f,那年夏天_那个姓魏的少年,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,53分钟前,0,0,0
f,芝士蘸芋头,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,53分钟前,0,0,0
f,这就是小秘密,"欣慰啊
小耗子谈恋爱了
并且花重金请小姐姐看复仇者联盟电影",53分钟前,0,0,0
f,塞良人,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为美国队长注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了美国队长英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,53分钟前,0,0,0
f,-星火,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,53分钟前,0,0,0
m,左右扑球bayern,收了,53分钟前,0,0,0
f,-星火,#复仇者联盟4:终局之战# 为复联英雄打榜，迎接终局之战！我为钢铁侠注入能量，助力他打败灭霸！瞧我的名字后面已经点亮了钢铁侠英雄标志！守望好莱坞的微博视频 漫威电影宇宙需要你的力量，戳链接加入战队>>复联英雄能量榜,53分钟前,0,0,0
f,沢田专属小甜心_夏莚,复联1初三，复联2高三，都没能去看去年复联3看了首映，差点把手机弄丢//@RNGLetme:高中那会儿第一次看复联1，整个人热血沸腾，复联2和小虎刚到rng，等3的时候，大家已经在巴黎打MSI了。说起来感觉都是青春回忆，这一部可以说是很期待了（可为什么都在传言我喜欢的美队会死啊，我不会信的）,53分钟前,0,0,0
f,挪威森林O0,哈哈哈好可爱的浣熊和紫薯精,53分钟前,0,0,0
m,布鲁克林的小个子z,"#复仇者联盟4:终局之战#接上条5星：
美国队长3，讲诉复仇者分裂的缘由，复联3中美队和钢铁侠分出不同战场，复联4会再次并肩作战。
蚁人2，详细解释了量子领域，和复联4有很大关联。",53分钟前,0,0,0
